,Course,Daytime_evening_attendance,Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status_New,Status_0,Status_1,Status_2,Status
142,9147,1,99.7,0,1,0,0,0,22,0.0,0.0,1,False,True,False,1
143,9238,1,121.0,0,0,1,0,1,19,11.333333333333334,11.5,1,False,False,True,2
144,9500,1,131.7,0,0,1,0,1,19,13.605,12.33125,1,False,False,True,2
145,9853,1,119.1,0,0,1,0,1,19,12.0,10.8,1,False,False,True,2
146,9254,1,124.7,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
147,9254,1,117.2,0,0,1,0,0,20,11.2,11.666666666666666,0,True,False,False,0
148,9147,1,128.8,0,0,1,0,0,18,13.375,14.166666666666666,1,False,False,True,2
149,9500,1,131.5,0,0,1,0,1,20,13.863333333333337,14.178571428571429,1,False,False,True,2
150,171,1,121.7,0,0,1,0,0,18,0.0,0.0,1,False,True,False,1
151,9085,1,123.4,0,0,1,0,0,19,12.4,13.4,1,False,False,True,2
152,9853,1,124.7,0,0,1,0,0,18,12.333333333333334,10.833333333333334,1,False,True,False,1
153,9853,1,132.8,0,0,1,0,0,18,13.333333333333334,11.8,1,False,False,True,2
154,9853,1,108.7,0,0,1,0,0,21,12.666666666666666,10.0,0,True,False,False,0
155,9853,1,138.1,0,0,1,0,0,19,12.0,11.5,0,True,False,False,0
156,9147,1,126.5,0,0,1,0,1,18,10.6,11.8,1,False,False,True,2
157,9238,1,127.4,0,0,1,0,1,18,12.25,11.857142857142858,1,False,False,True,2
158,9238,1,123.6,0,0,1,0,0,20,11.0,11.833333333333334,1,False,False,True,2
159,8014,0,122.0,0,0,1,0,1,24,11.0,12.6,1,False,False,True,2
160,9670,1,118.2,0,0,1,0,0,19,13.166666666666666,13.0,0,True,False,False,0
161,9500,1,123.9,0,0,1,0,1,18,12.855555555555554,12.761111111111113,1,False,False,True,2
162,9500,1,125.8,0,0,1,0,0,18,14.91875,15.355,1,False,False,True,2
163,9853,1,123.3,0,0,1,0,0,21,11.5,11.0,0,True,False,False,0
164,9670,1,124.4,0,0,1,0,0,19,14.2,14.2,1,False,False,True,2
165,9773,1,126.0,0,0,1,0,1,19,12.5,13.0,1,False,False,True,2
166,9003,1,170.0,0,1,1,0,0,47,0.0,0.0,1,False,True,False,1
167,9238,1,121.5,0,0,1,0,0,19,11.666666666666666,11.0,1,False,False,True,2
168,9500,1,130.0,0,0,1,0,0,29,14.257142857142856,14.257142857142856,1,False,False,True,2
169,9238,1,117.0,0,0,1,0,0,21,12.0,11.333333333333334,0,True,False,False,0
170,9085,1,130.0,0,0,1,0,0,28,11.25,10.5,1,False,True,False,1
171,9556,1,108.0,0,0,1,0,0,20,12.457142857142856,13.5625,1,False,False,True,2
172,9500,1,132.3,0,0,1,0,0,19,11.683333333333332,11.683333333333332,1,False,False,True,2
173,8014,0,148.0,0,0,1,0,0,26,11.666666666666666,12.0,1,False,False,True,2
174,9254,1,122.6,0,1,0,0,0,20,11.75,13.166666666666666,0,True,False,False,0
175,9670,1,123.0,0,0,1,0,1,18,11.666666666666666,13.5,1,False,True,False,1
176,9853,1,102.5,0,0,1,0,0,27,13.2,12.0,1,False,False,True,2
177,9500,1,113.3,0,0,1,0,0,20,11.95,11.95,0,True,False,False,0
178,9853,1,133.0,0,0,1,0,0,18,12.4,10.4,0,True,False,False,0
179,9500,1,140.0,0,0,1,0,0,33,14.35,14.583333333333334,0,True,False,False,0
180,9853,1,128.3,0,0,1,0,0,35,12.61904761904762,12.789473684210526,1,False,False,True,2
181,9991,0,140.0,0,0,1,0,1,26,12.666666666666666,13.166666666666666,1,False,True,False,1
182,9773,1,104.0,0,1,0,0,0,27,12.0,0.0,0,True,False,False,0
183,9070,1,122.3,0,0,0,0,0,19,12.166666666666666,0.0,0,True,False,False,0
184,9254,1,135.0,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0
185,9147,1,119.1,0,1,0,0,0,20,10.0,10.571428571428571,0,True,False,False,0
186,9238,1,126.6,0,1,0,0,0,21,11.5,10.0,1,False,True,False,1
187,9500,1,129.0,0,0,1,0,1,18,13.05,13.05,1,False,False,True,2
188,9085,1,162.3,0,0,1,0,0,24,11.0,0.0,0,True,False,False,0
189,9070,1,163.4,0,0,1,0,0,20,11.5,12.0,1,False,False,True,2
190,9254,1,121.5,0,0,1,0,1,21,12.0,12.5,1,False,False,True,2
191,8014,0,122.8,0,0,1,0,0,23,10.0,10.0,1,False,True,False,1
192,9147,1,118.0,0,0,1,0,0,24,0.0,0.0,0,True,False,False,0
193,9853,1,134.0,0,0,1,0,0,21,0.0,0.0,0,True,False,False,0
194,9500,1,129.8,0,0,1,0,0,18,12.242857142857144,12.242857142857144,1,False,False,True,2
195,9991,0,152.0,0,0,1,0,0,27,0.0,0.0,0,True,False,False,0
196,9500,1,122.8,0,0,1,0,0,18,12.93375,12.93375,1,False,False,True,2
197,9119,1,150.0,0,0,1,0,0,35,0.0,0.0,0,True,False,False,0
198,9853,1,131.8,0,0,1,0,0,18,12.571428571428571,14.428571428571429,1,False,False,True,2
199,9500,1,105.9,0,0,1,0,0,35,11.816666666666668,11.333333333333334,1,False,True,False,1
200,9085,1,132.1,0,0,1,0,0,19,13.75,14.333333333333334,1,False,False,True,2
201,9238,1,127.4,0,0,1,0,0,20,11.166666666666666,11.333333333333334,1,False,False,True,2
202,9500,1,129.5,0,0,1,0,0,18,12.324285714285711,12.324285714285711,1,False,False,True,2
203,9238,1,126.7,0,1,1,0,0,21,12.166666666666666,11.714285714285714,1,False,False,True,2
204,9238,1,116.5,0,0,1,0,1,18,11.142857142857142,11.25,1,False,False,True,2
205,9238,1,119.1,0,0,1,0,0,18,11.0,10.75,1,False,False,True,2
206,9500,1,126.5,0,0,1,0,0,18,12.914285714285713,12.914285714285713,1,False,False,True,2
207,9773,1,149.8,0,0,1,0,1,18,13.833333333333334,14.166666666666666,1,False,False,True,2
208,9085,1,115.1,0,0,1,0,0,19,13.857142857142858,13.4,1,False,False,True,2
209,9254,1,124.5,0,0,1,0,1,36,13.714285714285714,12.8,0,True,False,False,0
210,9500,1,128.3,0,0,1,0,1,18,12.642857142857142,12.642857142857142,1,False,False,True,2
211,9500,1,136.0,0,0,1,0,1,18,12.916666666666666,12.916666666666666,1,False,False,True,2
212,9130,1,140.0,0,0,1,0,1,20,15.625,15.857142857142858,1,False,False,True,2
213,9991,0,126.3,0,0,1,0,1,26,0.0,0.0,0,True,False,False,0
214,9773,1,126.9,0,0,1,0,0,21,11.714285714285714,12.0,1,False,False,True,2
215,9556,1,145.0,0,0,1,0,0,25,12.125,13.3125,1,False,True,False,1
216,9147,1,115.8,0,0,1,0,1,19,11.6,11.6,1,False,False,True,2
217,8014,0,100.0,0,0,1,0,0,24,10.0,0.0,0,True,False,False,0
218,8014,0,102.5,0,0,1,0,1,27,10.0,0.0,0,True,False,False,0
219,9085,1,131.5,0,0,1,0,0,21,0.0,13.5,0,True,False,False,0
220,9147,1,147.0,0,0,1,0,1,18,13.0,12.333333333333334,1,False,False,True,2
221,9853,1,122.5,1,0,1,0,1,19,13.333333333333334,14.5,1,False,False,True,2
222,9254,1,117.5,0,0,1,0,0,18,11.25,12.5,0,True,False,False,0
223,9500,1,150.0,0,0,1,0,1,19,13.85,12.19285714285714,1,False,False,True,2
224,9500,1,127.5,0,0,1,0,1,19,13.741666666666667,14.9125,1,False,False,True,2
225,9991,0,140.0,0,0,1,0,0,33,15.333333333333334,15.8,1,False,False,True,2
226,9147,1,130.0,0,0,1,0,0,45,11.0,13.8,1,False,False,True,2
227,9238,1,133.3,0,0,1,0,1,20,12.0,12.857142857142858,1,False,False,True,2
228,9670,1,97.0,0,0,1,0,0,28,0.0,0.0,0,True,False,False,0
229,9500,1,112.0,0,0,1,0,1,19,11.571428571428571,11.571428571428571,1,False,False,True,2
230,9254,1,123.6,0,0,1,0,0,18,12.857142857142858,12.666666666666666,1,False,False,True,2
231,9254,1,130.5,0,0,1,0,0,38,0.0,0.0,0,True,False,False,0
232,9670,1,133.3,0,0,1,0,0,19,13.0,13.2,1,False,False,True,2
233,9254,1,132.1,0,0,1,0,1,21,11.0,12.0,1,False,False,True,2
234,9147,1,100.0,0,0,1,0,0,21,12.0,15.0,0,True,False,False,0
235,9238,1,140.4,0,0,1,0,1,22,12.6,13.0,1,False,False,True,2
236,9853,1,141.7,0,0,1,0,1,18,13.4,13.166666666666666,1,False,False,True,2
237,9238,1,119.7,1,0,1,0,1,18,11.333333333333334,11.571428571428571,1,False,False,True,2
238,9130,1,122.5,0,0,0,0,0,25,13.5,14.25,0,True,False,False,0
239,9085,1,140.0,0,1,0,0,0,24,11.75,10.333333333333334,0,True,False,False,0
240,9500,1,119.4,0,0,1,0,0,19,12.471428571428572,11.4625,1,False,True,False,1
241,171,1,155.0,0,0,1,0,0,24,12.909090909090908,13.555555555555555,1,False,True,False,1
242,9147,1,119.1,0,0,1,0,1,20,11.6,13.6,1,False,False,True,2
243,9147,1,122.7,0,0,0,0,0,25,0.0,0.0,0,True,False,False,0
244,9147,1,117.9,0,0,1,0,1,20,12.9,12.363636363636363,1,False,False,True,2
245,9500,1,130.0,0,0,1,0,0,23,13.22,13.22,1,False,False,True,2
246,9500,1,120.0,0,0,1,0,1,19,13.151428571428571,13.151428571428571,1,False,False,True,2
247,9003,1,130.0,0,1,0,0,0,29,12.75,11.333333333333334,0,True,False,False,0
248,9254,1,116.8,0,0,1,0,0,21,11.333333333333334,12.25,1,False,False,True,2
249,9670,1,123.4,0,0,1,0,1,18,13.25,14.142857142857142,1,False,False,True,2
250,9070,1,125.4,0,0,1,0,0,19,12.4,12.4,1,False,True,False,1
251,9773,1,127.2,0,0,1,0,1,18,15.0,12.833333333333334,0,True,False,False,0
252,9085,1,103.4,0,0,1,0,0,19,14.4,13.0,1,False,False,True,2
253,9773,1,123.2,0,0,1,0,0,18,11.0,0.0,1,False,True,False,1
254,9147,1,124.1,0,0,1,0,0,18,12.4,10.8,1,False,False,True,2
255,9556,1,99.5,0,1,0,0,1,37,16.0,0.0,0,True,False,False,0
256,9991,0,124.9,0,0,1,0,0,29,13.571428571428571,12.333333333333334,1,False,False,True,2
257,9070,1,110.8,0,0,1,0,0,18,11.833333333333334,12.5,1,False,True,False,1
258,9238,1,118.9,0,0,1,0,1,19,11.666666666666666,12.666666666666666,1,False,False,True,2
259,9238,1,118.8,0,1,0,0,0,22,11.833333333333334,13.0,0,True,False,False,0
260,9254,1,137.0,0,0,1,0,1,20,11.166666666666666,10.6,1,False,False,True,2
261,8014,0,100.0,0,0,1,0,0,34,0.0,0.0,0,True,False,False,0
262,9119,1,120.0,0,1,0,0,0,30,11.75,12.166666666666666,0,True,False,False,0
263,9238,1,122.8,0,0,1,0,0,18,14.0,14.0,1,False,False,True,2
264,9238,1,121.6,0,0,1,0,0,18,12.833333333333334,12.0,1,False,False,True,2
265,9773,1,149.2,0,0,1,0,0,18,12.25,11.666666666666666,1,False,False,True,2
266,9500,1,140.0,0,0,1,0,0,18,14.828571428571427,14.828571428571427,1,False,False,True,2
267,9773,1,133.4,0,0,1,0,1,19,11.4,12.8,1,False,False,True,2
268,9070,1,126.2,0,0,1,0,1,19,13.0,12.5,1,False,False,True,2
269,9500,1,127.8,0,0,1,0,1,18,13.671428571428573,13.671428571428573,1,False,False,True,2
270,9003,1,150.0,0,0,1,0,1,21,12.666666666666666,12.8,1,False,False,True,2
271,9147,1,113.7,0,0,0,0,0,20,10.0,13.0,0,True,False,False,0
272,9147,1,117.8,0,0,1,0,0,20,13.5,12.333333333333334,1,False,False,True,2
273,9500,1,136.7,0,0,1,0,0,19,12.67,13.55,1,False,False,True,2
274,9238,1,144.7,0,0,1,0,0,20,14.5,15.428571428571429,1,False,False,True,2
275,9500,1,139.8,0,0,1,0,0,18,13.685714285714283,15.3875,1,False,False,True,2
276,9853,1,113.7,0,0,1,0,0,20,11.0,10.666666666666666,0,True,False,False,0
277,9130,1,140.0,0,1,0,0,0,29,11.555555555555555,13.2,0,True,False,False,0
278,9500,1,142.3,0,0,1,0,1,18,13.79714285714286,13.775,1,False,True,False,1
279,9500,1,119.6,0,0,1,0,1,20,14.00375,13.812857142857142,1,False,False,True,2
280,9147,1,123.7,0,0,1,0,1,22,12.0,11.4,1,False,False,True,2
281,8014,0,143.0,0,0,1,0,1,47,14.166666666666666,14.166666666666666,1,False,False,True,2
282,9991,0,100.1,0,0,1,0,0,31,14.0,13.8,1,False,False,True,2
283,9070,1,119.4,0,0,1,0,1,21,13.8,12.833333333333334,1,False,False,True,2
284,8014,0,122.1,0,0,1,0,0,21,12.8,11.857142857142858,1,False,False,True,2
285,9773,1,100.0,0,0,1,0,0,24,12.166666666666666,13.833333333333334,1,False,False,True,2
286,9070,1,113.9,0,0,1,0,0,18,12.5,12.333333333333334,1,False,True,False,1
287,8014,0,101.0,0,0,1,0,0,32,12.0,11.5,1,False,False,True,2
288,8014,0,111.8,0,0,1,0,1,19,10.833333333333334,11.5,1,False,False,True,2
289,9500,1,140.0,0,0,1,0,0,24,13.385,13.385,1,False,False,True,2
290,9085,1,124.4,0,0,1,0,0,19,15.666666666666666,14.5,1,False,False,True,2
291,9003,1,150.0,0,1,1,0,1,19,14.333333333333334,13.833333333333334,1,False,False,True,2
292,9003,1,140.0,0,0,1,0,0,24,11.428571428571429,13.0,1,False,True,False,1
293,9238,1,116.0,0,0,1,0,1,18,11.666666666666666,11.666666666666666,1,False,False,True,2
294,9070,1,135.6,0,0,1,0,1,19,12.0,11.333333333333334,0,True,False,False,0
295,9500,1,121.0,0,0,1,0,1,19,14.725714285714288,14.725714285714288,1,False,False,True,2
296,9773,1,118.7,0,0,1,0,1,18,14.166666666666666,13.666666666666666,1,False,False,True,2
297,9238,1,125.7,0,0,1,0,0,18,11.571428571428571,12.333333333333334,1,False,False,True,2
298,9556,1,107.1,0,0,1,0,0,20,12.5,13.1375,1,False,False,True,2
299,9500,1,125.5,0,0,1,0,0,18,12.86,12.86,1,False,False,True,2
300,9670,1,127.0,0,0,1,0,0,18,12.25,13.714285714285714,1,False,False,True,2
301,9085,1,113.5,0,0,1,0,1,21,12.0,12.2,1,False,False,True,2
302,9500,1,154.4,0,0,1,0,1,18,15.116666666666667,16.168888888888887,1,False,False,True,2
303,9670,1,122.0,0,1,0,0,0,18,12.5,10.25,0,True,False,False,0
304,9238,1,128.0,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0
305,9670,1,115.5,0,0,1,0,0,19,11.0,11.0,1,False,True,False,1
306,9670,1,117.2,0,0,1,0,0,18,11.875,14.6,1,False,False,True,2
307,9130,1,150.0,0,0,1,0,0,34,11.0,0.0,0,True,False,False,0
308,9085,1,155.3,0,0,1,0,0,19,15.2,13.2,1,False,False,True,2
309,9130,1,120.0,0,1,0,0,0,19,11.6,11.0,0,True,False,False,0
310,9238,1,116.1,0,1,1,0,0,26,14.833333333333334,15.142857142857142,1,False,False,True,2
311,9853,1,118.9,0,0,1,0,0,21,11.333333333333334,11.333333333333334,0,True,False,False,0
312,9147,1,127.3,0,0,1,0,1,18,11.2,11.8,1,False,False,True,2
